External Temperature (C), Barometric Pressure (Pa), Acceleration X, Acceleration Y, Acceleration Z
25.23, 101652.43, 0.23,-0.57, 9.60, 2703
25.23, 101652.43, 0.23,-0.56, 9.62, 2708
25.23, 101652.43, 0.19,-0.56, 9.62, 2713
25.23, 101652.43, 0.29,-0.52, 9.58, 2718
25.23, 101652.38, 0.23,-0.54, 9.66, 2723
25.23, 101652.38, 0.21,-0.50, 9.71, 2728
25.23, 101652.38, 0.21,-0.56, 9.71, 2733
25.23, 101652.38, 0.25,-0.61, 9.64, 2738
25.23, 101652.38, 0.21,-0.42, 9.60, 2743
25.23, 101652.38, 0.21,-0.52, 9.73, 2748
25.23, 101652.38, 0.29,-0.57, 9.52, 2753
25.23, 101650.83, 0.21,-0.54, 9.56, 2758
25.23, 101650.83, 0.25,-0.56, 9.69, 2763
25.23, 101650.83, 0.15,-0.46, 9.27, 2768
25.23, 101650.83, 0.36,-0.56, 9.43, 2773
25.23, 101650.83, 0.21,-0.61, 9.81, 2778
25.23, 101650.83, 0.19,-0.50, 9.79, 2783
25.23, 101650.83, 0.23,-0.54, 9.64, 2788
25.23, 101649.84, 0.27,-0.57, 9.85, 2793
25.23, 101649.84, 0.17,-0.46, 9.50, 2798
25.23, 101649.84, 0.17,-0.48, 9.56, 2803
25.23, 101649.84, 0.25,-0.59, 9.71, 2808
25.23, 101649.84, 0.19,-0.67, 9.71, 2813
25.23, 101649.84, 0.23,-0.59, 9.62, 2818
25.23, 101649.84, 0.21,-0.63, 9.58, 2823
25.23, 101653.26, 0.19,-0.52, 9.52, 2828
25.23, 101653.26, 0.15,-0.48, 9.58, 2833
25.23, 101653.26, 0.19,-0.52, 9.62, 2838
25.23, 101653.26, 0.25,-0.56, 9.77, 2843
25.23, 101653.26, 0.25,-0.56, 9.50, 2848
25.23, 101653.26, 0.23,-0.56, 9.89, 2853
25.23, 101653.26, 0.21,-0.46, 9.67, 2858
25.23, 101655.77, 0.23,-0.48, 9.64, 2863
25.23, 101655.77, 0.19,-0.54, 9.64, 2868
25.23, 101655.77, 0.25,-0.59, 9.79, 2873
25.23, 101655.77, 0.21,-0.57, 9.60, 2881
25.23, 101655.77, 0.23,-0.57, 9.64, 2885
25.23, 101655.77, 0.25,-0.54, 9.67, 2890
25.23, 101655.77, 0.23,-0.56, 9.50, 2895
25.23, 101651.38, 0.21,-0.48, 9.62, 2900
25.23, 101651.38, 0.27,-0.56, 9.67, 2905
25.23, 101651.38, 0.25,-0.59, 9.66, 2910
25.23, 101651.38, 0.19,-0.61, 9.66, 2915
25.23, 101651.38, 0.21,-0.57, 9.60, 2920
25.23, 101651.38, 0.19,-0.61, 9.56, 2925
25.23, 101651.38, 0.23,-0.52, 9.66, 2930
25.23, 101649.02, 0.21,-0.54, 9.58, 2935
25.23, 101649.02, 0.21,-0.57, 9.73, 2940
25.23, 101649.02, 0.19,-0.57, 9.73, 2945
25.23, 101649.02, 0.23,-0.54, 9.87, 2950
25.23, 101649.02, 0.25,-0.54, 9.62, 2955
25.23, 101649.02, 0.27,-0.57, 9.73, 2960
25.23, 101649.02, 0.29,-0.56, 9.52, 2965
25.23, 101650.39, 0.23,-0.56, 9.56, 2970
25.23, 101650.39, 0.17,-0.59, 9.60, 2975
25.23, 101650.39, 0.21,-0.54, 9.69, 2980
25.23, 101650.39, 0.29,-0.56, 9.52, 2985
25.23, 101650.39, 0.29,-0.59, 9.56, 2990
25.23, 101650.39, 0.17,-0.52, 9.62, 2995
25.23, 101650.39, 0.13,-0.57, 9.50, 3000
25.23, 101652.85, 0.23,-0.40, 9.60, 3005
25.23, 101652.85, 0.13,-0.63, 9.73, 3010
25.23, 101652.85, 0.13,-0.59, 9.71, 3015
25.23, 101652.85, 0.13,-0.54, 9.75, 3020
25.23, 101652.85, 0.19,-0.52, 9.60, 3025
25.23, 101652.85, 0.23,-0.56, 9.69, 3030
25.23, 101652.85, 0.19,-0.54, 9.52, 3035
25.23, 101654.17, 0.15,-0.54, 9.60, 3040
25.23, 101654.17, 0.19,-0.65, 9.67, 3045
25.23, 101654.17, 0.23,-0.71, 9.73, 3050
25.23, 101654.17, 0.29,-0.61, 9.75, 3055
25.23, 101654.17, 0.21,-0.50, 9.50, 3060
25.23, 101654.17, 0.23,-0.48, 9.52, 3065
25.23, 101654.17, 0.27,-0.52, 9.67, 3070
25.23, 101653.02, 0.29,-0.48, 9.87, 3075
25.23, 101652.09, 0.29,-0.52, 9.79, 3080
25.23, 101652.09, 0.34,-0.50, 9.83, 3085
25.23, 101652.09, 0.33,-0.61, 9.71, 3090
25.23, 101652.09, 0.25,-0.48, 9.58, 3095
25.23, 101652.09, 0.21,-0.50, 9.56, 3100
25.23, 101652.09, 0.29,-0.59, 9.52, 3105
25.23, 101652.09, 0.23,-0.61, 9.67, 3110
25.23, 101652.20, 0.23,-0.61, 9.66, 3115
25.23, 101652.20, 0.17,-0.57, 9.64, 3120
25.23, 101652.20, 0.17,-0.59, 9.67, 3125
25.23, 101652.20, 0.17,-0.52, 9.60, 3130
25.23, 101652.20, 0.10,-0.48, 9.52, 3135
25.23, 101652.20, 0.13,-0.54, 9.67, 3140
25.23, 101652.20, 0.13,-0.59, 9.79, 3145
25.23, 101653.19, 0.08,-0.57, 9.79, 3150
25.23, 101653.19, 0.11,-0.56, 9.69, 3155
25.23, 101653.19, 0.19,-0.57, 9.67, 3160
25.23, 101653.19, 0.17,-0.57, 9.60, 3165
25.23, 101653.19, 0.25,-0.48, 9.62, 3170
25.23, 101653.19, 0.21,-0.50, 9.60, 3175
25.23, 101653.19, 0.29,-0.57, 9.69, 3180
25.23, 101656.16, 0.25,-0.56, 9.73, 3185
25.23, 101656.16, 0.25,-0.63, 9.85, 3190
25.23, 101656.16, 0.25,-0.57, 9.54, 3195
25.23, 101656.16, 0.29,-0.54, 9.56, 3200
25.23, 101656.16, 0.29,-0.61, 9.58, 3205
25.23, 101656.16, 0.36,-0.57, 9.48, 3210
25.23, 101656.16, 0.29,-0.61, 9.71, 3215
25.23, 101651.94, 0.33,-0.54, 9.69, 3220
25.23, 101651.94, 0.23,-0.59, 9.66, 3225
25.23, 101651.94, 0.25,-0.50, 9.52, 3230
25.23, 101651.94, 0.29,-0.46, 9.66, 3235
25.23, 101651.94, 0.25,-0.57, 9.56, 3240
25.23, 101651.94, 0.34,-0.57, 9.64, 3245
25.23, 101651.94, 0.27,-0.65, 9.67, 3250
25.23, 101655.00, 0.34,-0.57, 9.66, 3255
25.23, 101655.00, 0.31,-0.61, 9.69, 3260
25.23, 101655.00, 0.27,-0.57, 9.64, 3265
25.23, 101655.00, 0.23,-0.54, 9.64, 3270
25.23, 101655.00, 0.17,-0.54, 9.67, 3275
25.23, 101655.00, 0.17,-0.56, 9.56, 3280
25.23, 101655.00, 0.13,-0.52, 9.64, 3285
25.23, 101651.55, 0.21,-0.59, 9.62, 3290
25.23, 101651.55, 0.11,-0.61, 9.62, 3295
25.23, 101651.55, 0.19,-0.54, 9.56, 3300
25.23, 101651.55, 0.27,-0.52, 9.64, 3305
25.23, 101651.55, 0.15,-0.56, 9.56, 3310
25.23, 101651.55, 0.25,-0.59, 9.69, 3315
25.23, 101651.55, 0.23,-0.57, 9.50, 3320
25.23, 101655.39, 0.10,-0.61, 9.56, 3325
25.23, 101655.39, 0.25,-0.73, 9.67, 3330
25.23, 101655.39, 0.29,-0.63, 9.69, 3335
25.23, 101655.39, 0.19,-0.65, 9.60, 3340
25.23, 101655.39, 0.19,-0.56, 9.83, 3345
25.23, 101655.39, 0.25,-0.52, 9.60, 3350
25.23, 101655.39, 0.25,-0.46, 9.62, 3355
25.23, 101653.69, 0.36,-0.52, 9.58, 3360
25.23, 101653.69, 0.33,-0.59, 9.71, 3365
25.23, 101653.69, 0.25,-0.54, 9.64, 3370
25.23, 101653.69, 0.25,-0.57, 9.67, 3375
25.23, 101653.69, 0.27,-0.56, 9.54, 3383
25.23, 101653.69, 0.33,-0.50, 9.62, 3387
25.23, 101653.69, 0.33,-0.57, 9.67, 3392
25.23, 101653.91, 0.33,-0.50, 9.75, 3397
25.23, 101653.91, 0.27,-0.52, 9.62, 3402
25.23, 101653.91, 0.29,-0.52, 9.58, 3407
25.23, 101653.91, 0.21,-0.48, 9.64, 3412
25.23, 101653.91, 0.19,-0.46, 9.77, 3417
25.23, 101653.91, 0.25,-0.57, 9.62, 3422
25.23, 101653.91, 0.19,-0.57, 9.67, 3427
25.23, 101653.69, 0.15,-0.57, 9.66, 3432
25.23, 101653.69, 0.19,-0.54, 9.56, 3437
25.23, 101653.69, 0.15,-0.48, 9.71, 3442
25.23, 101653.69, 0.17,-0.57, 9.66, 3447
25.23, 101653.69, 0.17,-0.57, 9.69, 3452
25.23, 101653.69, 0.15,-0.52, 9.62, 3457
25.23, 101653.69, 0.17,-0.50, 9.67, 3462
25.23, 101652.70, 0.15,-0.52, 9.75, 3467
25.23, 101652.70, 0.19,-0.63, 9.67, 3472
25.23, 101652.70, 0.25,-0.56, 9.60, 3477
25.23, 101652.70, 0.19,-0.59, 9.58, 3482
25.23, 101652.70, 0.23,-0.59, 9.66, 3487
25.23, 101652.70, 0.31,-0.65, 9.69, 3492
25.23, 101652.70, 0.29,-0.63, 9.62, 3497
25.23, 101650.55, 0.21,-0.54, 9.56, 3502
25.23, 101650.55, 0.25,-0.50, 9.67, 3507
25.23, 101650.55, 0.25,-0.56, 9.66, 3512
25.23, 101650.55, 0.29,-0.52, 9.64, 3517
25.23, 101650.55, 0.23,-0.54, 9.66, 3522
25.23, 101650.55, 0.33,-0.59, 9.64, 3527
25.23, 101650.55, 0.31,-0.54, 9.56, 3532
25.23, 101651.86, 0.29,-0.57, 9.69, 3537
25.23, 101651.86, 0.17,-0.50, 9.62, 3542
25.23, 101651.86, 0.29,-0.52, 9.64, 3547
25.23, 101651.86, 0.25,-0.57, 9.58, 3552
25.23, 101651.86, 0.25,-0.56, 9.58, 3557
25.23, 101651.86, 0.23,-0.54, 9.56, 3562
25.23, 101651.86, 0.29,-0.48, 9.66, 3567
25.23, 101651.05, 0.21,-0.52, 9.60, 3572
25.23, 101651.05, 0.23,-0.59, 9.67, 3577
25.23, 101651.05, 0.27,-0.50, 9.64, 3582
25.23, 101651.05, 0.23,-0.59, 9.66, 3587
25.23, 101651.05, 0.25,-0.57, 9.60, 3592
25.23, 101651.05, 0.21,-0.56, 9.58, 3597
25.23, 101651.05, 0.19,-0.54, 9.62, 3602
25.23, 101651.05, 0.23,-0.54, 9.62, 3607
25.23, 101651.27, 0.21,-0.56, 9.64, 3612
25.23, 101651.27, 0.27,-0.57, 9.66, 3617
25.23, 101651.27, 0.23,-0.56, 9.66, 3622
25.23, 101651.27, 0.25,-0.59, 9.62, 3627
25.23, 101651.27, 0.25,-0.59, 9.60, 3632
25.23, 101651.27, 0.25,-0.57, 9.66, 3637
25.23, 101651.27, 0.21,-0.48, 9.67, 3642
25.23, 101652.27, 0.25,-0.52, 9.66, 3647
25.23, 101652.27, 0.23,-0.52, 9.66, 3652
25.23, 101652.27, 0.21,-0.61, 9.83, 3657
25.23, 101652.27, 0.23,-0.50, 9.50, 3662
25.23, 101652.27, 0.23,-0.50, 9.64, 3667
25.23, 101652.27, 0.23,-0.52, 9.69, 3672
25.23, 101652.27, 0.25,-0.57, 9.52, 3677
25.23, 101653.67, 0.27,-0.56, 9.48, 3682
25.23, 101653.67, 0.33,-0.52, 9.54, 3687
25.23, 101653.67, 0.29,-0.54, 9.62, 3692
25.23, 101653.67, 0.29,-0.54, 9.62, 3697
25.23, 101653.67, 0.15,-0.61, 9.69, 3702
25.23, 101653.67, 0.19,-0.61, 9.64, 3707
25.23, 101653.67, 0.17,-0.57, 9.67, 3712
25.23, 101652.09, 0.21,-0.57, 9.67, 3717
25.23, 101652.09, 0.21,-0.56, 9.66, 3722
25.23, 101652.09, 0.23,-0.54, 9.58, 3727
25.23, 101652.09, 0.23,-0.56, 9.60, 3732
25.23, 101652.09, 0.19,-0.50, 9.62, 3737
25.23, 101652.09, 0.17,-0.56, 9.60, 3742
25.23, 101652.09, 0.21,-0.54, 9.60, 3747
25.23, 101650.06, 0.19,-0.57, 9.60, 3752
25.23, 101650.06, 0.17,-0.56, 9.62, 3757
25.23, 101650.06, 0.17,-0.57, 9.64, 3762
25.23, 101650.06, 0.27,-0.50, 9.66, 3767
25.23, 101650.06, 0.25,-0.54, 9.79, 3772
25.23, 101650.06, 0.23,-0.52, 9.79, 3777
25.23, 101650.06, 0.27,-0.56, 9.58, 3782
25.23, 101652.85, 0.19,-0.50, 9.62, 3787
25.23, 101652.85, 0.23,-0.65, 9.64, 3792
25.23, 101652.85, 0.21,-0.57, 9.56, 3797
25.23, 101652.85, 0.29,-0.46, 9.67, 3802
25.23, 101652.85, 0.15,-0.54, 9.75, 3807
25.23, 101652.85, 0.23,-0.52, 9.71, 3812
25.23, 101652.85, 0.25,-0.44, 9.60, 3817
25.23, 101652.38, 0.29,-0.54, 9.60, 3822
25.23, 101652.38, 0.29,-0.56, 9.66, 3827
25.23, 101652.38, 0.31,-0.52, 9.71, 3832
25.23, 101652.38, 0.21,-0.54, 9.62, 3837
25.23, 101652.38, 0.19,-0.61, 9.67, 3842
25.23, 101652.38, 0.25,-0.54, 9.71, 3847
25.23, 101652.38, 0.29,-0.56, 9.64, 3852
25.23, 101653.02, 0.23,-0.59, 9.71, 3857
25.23, 101653.02, 0.27,-0.54, 9.60, 3862
25.23, 101653.02, 0.23,-0.57, 9.69, 3867
25.23, 101653.02, 0.21,-0.61, 9.62, 3872
25.23, 101653.02, 0.23,-0.56, 9.60, 3877
25.23, 101653.02, 0.29,-0.54, 9.58, 3885
25.23, 101653.02, 0.29,-0.56, 9.67, 3889
25.23, 101653.08, 0.23,-0.71, 9.66, 3894
25.23, 101653.08, 0.25,-0.33, 9.66, 3899
25.23, 101653.08, 0.25,-0.57, 9.50, 3904
25.23, 101653.08, 0.27,-0.52, 9.56, 3909
25.23, 101653.08, 0.23,-0.54, 9.62, 3914
25.23, 101653.08, 0.27,-0.52, 9.58, 3919
25.23, 101653.08, 0.19,-0.59, 9.60, 3924
25.23, 101650.83, 0.19,-0.56, 9.64, 3929
25.23, 101650.83, 0.29,-0.57, 9.75, 3934
25.23, 101650.83, 0.19,-0.56, 9.62, 3939
25.23, 101650.83, 0.25,-0.50, 9.60, 3944
25.23, 101650.83, 0.13,-0.56, 9.62, 3949
25.23, 101650.83, 0.21,-0.56, 9.64, 3954
25.23, 101650.83, 0.23,-0.56, 9.73, 3959
25.23, 101652.38, 0.27,-0.57, 9.73, 3964
25.23, 101652.38, 0.27,-0.54, 9.69, 3969
25.23, 101652.38, 0.19,-0.44, 9.60, 3974
25.23, 101652.38, 0.19,-0.56, 9.50, 3979
25.23, 101652.38, 0.17,-0.50, 9.64, 3984
25.23, 101652.38, 0.29,-0.59, 9.69, 3989
25.23, 101652.38, 0.29,-0.63, 9.60, 3994
25.23, 101652.59, 0.29,-0.63, 9.62, 3999
25.23, 101652.59, 0.25,-0.56, 9.56, 4004
25.23, 101652.59, 0.21,-0.56, 9.54, 4009
25.23, 101652.59, 0.15,-0.57, 9.48, 4014
25.23, 101652.59, 0.17,-0.56, 9.52, 4019
25.23, 101652.59, 0.25,-0.50, 9.67, 4024
25.23, 101652.59, 0.29,-0.57, 9.75, 4029
25.23, 101653.02, 0.25,-0.56, 9.60, 4034
25.23, 101653.02, 0.27,-0.54, 9.58, 4039
25.23, 101653.02, 0.29,-0.50, 9.60, 4044
25.23, 101653.02, 0.21,-0.42, 9.60, 4049
25.23, 101653.02, 0.27,-0.50, 9.46, 4054
25.23, 101653.02, 0.31,-0.56, 9.67, 4059
25.23, 101653.02, 0.33,-0.52, 9.66, 4064
25.23, 101652.03, 0.23,-0.42, 9.73, 4069
25.23, 101652.03, 0.25,-0.52, 9.62, 4074
25.23, 101652.03, 0.21,-0.56, 9.60, 4079
25.23, 101652.03, 0.27,-0.56, 9.67, 4084
25.23, 101652.03, 0.29,-0.48, 9.69, 4089
25.23, 101652.03, 0.23,-0.54, 9.69, 4094
25.23, 101652.03, 0.19,-0.50, 9.67, 4099
25.23, 101652.03, 0.21,-0.57, 9.66, 4104
25.23, 101654.50, 0.25,-0.54, 9.64, 4109
25.23, 101654.50, 0.27,-0.57, 9.67, 4114
25.23, 101654.50, 0.19,-0.57, 9.73, 4119
25.23, 101654.50, 0.19,-0.52, 9.54, 4124
25.23, 101654.50, 0.23,-0.56, 9.54, 4129
25.23, 101654.50, 0.27,-0.59, 9.66, 4134
25.23, 101654.50, 0.23,-0.54, 9.77, 4139
25.23, 101655.61, 0.23,-0.54, 9.71, 4144
25.23, 101655.61, 0.13,-0.56, 9.52, 4149
25.23, 101655.61, 0.15,-0.54, 9.67, 4154
25.23, 101655.61, 0.27,-0.52, 9.69, 4159
25.23, 101655.61, 0.23,-0.56, 9.73, 4164
25.23, 101655.61, 0.27,-0.52, 9.58, 4169
25.23, 101655.61, 0.25,-0.50, 9.64, 4174
25.23, 101652.25, 0.25,-0.50, 9.67, 4179
25.23, 101652.25, 0.23,-0.54, 9.66, 4184
25.23, 101652.25, 0.23,-0.56, 9.66, 4189
25.23, 101652.25, 0.15,-0.44, 9.67, 4194
25.23, 101652.25, 0.19,-0.52, 9.66, 4199
25.23, 101652.25, 0.29,-0.59, 9.58, 4204
25.23, 101652.25, 0.27,-0.52, 9.56, 4209
25.23, 101653.08, 0.25,-0.54, 9.60, 4214
25.23, 101653.08, 0.29,-0.56, 9.60, 4219
25.23, 101653.08, 0.21,-0.56, 9.67, 4224
25.23, 101653.08, 0.21,-0.50, 9.62, 4229
25.23, 101653.08, 0.27,-0.57, 9.71, 4234
25.23, 101653.08, 0.25,-0.63, 9.67, 4239
25.23, 101653.08, 0.23,-0.54, 9.71, 4244
25.23, 101655.16, 0.21,-0.63, 9.58, 4249
25.23, 101655.16, 0.25,-0.57, 9.67, 4254
25.23, 101655.16, 0.25,-0.48, 9.52, 4259
25.23, 101655.16, 0.21,-0.57, 9.67, 4264
25.23, 101655.16, 0.27,-0.63, 9.50, 4269
25.23, 101655.16, 0.17,-0.56, 9.67, 4274
25.23, 101655.16, 0.19,-0.61, 9.66, 4279
25.23, 101652.25, 0.17,-0.57, 9.64, 4284
25.23, 101652.25, 0.21,-0.61, 9.69, 4289
25.23, 101652.25, 0.17,-0.50, 9.62, 4294
25.23, 101652.25, 0.25,-0.56, 9.67, 4299
25.23, 101652.25, 0.23,-0.52, 9.62, 4304
25.23, 101652.25, 0.25,-0.52, 9.54, 4309
25.23, 101652.25, 0.23,-0.57, 9.64, 4314
25.23, 101652.92, 0.23,-0.56, 9.62, 4319
25.23, 101652.92, 0.19,-0.57, 9.64, 4324
25.23, 101652.92, 0.21,-0.57, 9.64, 4329
25.23, 101652.92, 0.29,-0.56, 9.66, 4334
25.23, 101652.92, 0.25,-0.63, 9.67, 4339
25.23, 101652.92, 0.19,-0.56, 9.62, 4344
25.23, 101652.92, 0.19,-0.56, 9.62, 4349
25.23, 101653.84, 0.21,-0.59, 9.60, 4354
25.23, 101653.84, 0.19,-0.54, 9.66, 4359
25.23, 101653.84, 0.21,-0.52, 9.66, 4364
25.23, 101653.84, 0.21,-0.59, 9.58, 4369
25.23, 101653.84, 0.21,-0.54, 9.33, 4374
25.23, 101653.84, 0.21,-0.56, 9.75, 4379
25.23, 101653.84, 0.17,-0.50, 9.69, 4386
25.23, 101654.56, 0.23,-0.61, 9.66, 4391
25.23, 101654.56, 0.34,-0.59, 9.62, 4396
25.23, 101654.56, 0.25,-0.56, 9.69, 4401
25.23, 101654.56, 0.25,-0.54, 9.71, 4406
25.23, 101654.56, 0.19,-0.61, 9.56, 4411
25.23, 101654.56, 0.15,-0.50, 9.60, 4416
25.23, 101654.56, 0.25,-0.54, 9.67, 4421
25.23, 101652.69, 0.27,-0.59, 9.60, 4426
25.23, 101652.69, 0.21,-0.56, 9.60, 4431
25.23, 101652.69, 0.19,-0.54, 9.71, 4436
25.23, 101652.69, 0.21,-0.52, 9.69, 4441
25.23, 101652.69, 0.21,-0.57, 9.71, 4446
25.23, 101652.69, 0.25,-0.61, 9.64, 4451
25.23, 101652.69, 0.21,-0.57, 9.60, 4456
25.23, 101652.75, 0.29,-0.56, 9.67, 4461
25.23, 101652.75, 0.19,-0.59, 9.67, 4466
25.23, 101652.75, 0.23,-0.59, 9.62, 4471
25.23, 101652.75, 0.27,-0.56, 9.81, 4476
25.23, 101652.75, 0.19,-0.56, 9.58, 4481
25.23, 101652.75, 0.23,-0.57, 9.77, 4486
25.23, 101652.75, 0.21,-0.59, 9.52, 4491
25.23, 101654.58, 0.29,-0.54, 9.60, 4496
25.23, 101654.58, 0.19,-0.57, 9.64, 4501
25.23, 101654.58, 0.23,-0.61, 9.69, 4506
25.23, 101654.58, 0.15,-0.59, 9.60, 4511
25.23, 101654.58, 0.23,-0.54, 9.58, 4516
25.23, 101654.58, 0.19,-0.54, 9.56, 4521
25.23, 101654.58, 0.23,-0.54, 9.64, 4526
25.23, 101654.12, 0.23,-0.50, 9.62, 4531
25.23, 101654.12, 0.29,-0.63, 9.62, 4536
25.23, 101654.12, 0.34,-0.57, 9.67, 4541
25.23, 101654.12, 0.29,-0.52, 9.71, 4546
25.23, 101654.12, 0.21,-0.52, 9.67, 4551
25.23, 101654.12, 0.25,-0.56, 9.62, 4556
25.23, 101654.12, 0.25,-0.54, 9.56, 4561
25.23, 101653.67, 0.23,-0.52, 9.56, 4566
25.23, 101653.67, 0.27,-0.50, 9.45, 4571
25.23, 101653.67, 0.31,-0.61, 9.52, 4576
25.23, 101653.67, 0.27,-0.54, 9.83, 4581
25.23, 101653.67, 0.25,-0.65, 9.71, 4586
25.23, 101653.67, 0.23,-0.54, 9.75, 4591
25.23, 101653.67, 0.23,-0.57, 9.64, 4596
25.23, 101653.67, 0.11,-0.56, 9.64, 4601
25.23, 101653.34, 0.15,-0.52, 9.50, 4606
25.23, 101653.34, 0.15,-0.52, 9.58, 4611
25.23, 101653.34, 0.17,-0.65, 9.79, 4616
25.23, 101653.34, 0.19,-0.61, 9.79, 4621
25.23, 101653.34, 0.15,-0.63, 9.58, 4626
25.23, 101653.34, 0.11,-0.48, 9.52, 4631
25.23, 101653.34, 0.17,-0.56, 9.56, 4636
25.23, 101654.72, 0.21,-0.46, 9.60, 4641
25.23, 101654.72, 0.21,-0.65, 9.73, 4646
25.23, 101654.72, 0.31,-0.61, 9.75, 4651
25.23, 101654.72, 0.23,-0.61, 9.69, 4656
25.23, 101654.72, 0.23,-0.56, 9.60, 4661
25.23, 101654.72, 0.23,-0.50, 9.58, 4666
25.23, 101654.72, 0.21,-0.57, 9.62, 4671
25.23, 101655.44, 0.21,-0.61, 9.62, 4676
25.23, 101655.44, 0.25,-0.63, 9.69, 4681
25.23, 101655.44, 0.25,-0.57, 9.71, 4686
25.23, 101655.44, 0.31,-0.59, 9.67, 4691
25.23, 101655.44, 0.29,-0.52, 9.62, 4696
25.23, 101655.44, 0.27,-0.52, 9.60, 4701
25.23, 101655.44, 0.27,-0.63, 9.60, 4706
25.23, 101655.28, 0.25,-0.54, 9.69, 4711
25.23, 101655.28, 0.21,-0.57, 9.77, 4716
25.23, 101655.28, 0.23,-0.56, 9.67, 4721
25.23, 101655.28, 0.29,-0.50, 9.54, 4726
25.23, 101655.28, 0.34,-0.56, 9.62, 4731
25.23, 101655.28, 0.25,-0.52, 9.75, 4736
25.23, 101655.28, 0.29,-0.50, 9.60, 4741
25.23, 101655.00, 0.31,-0.57, 9.62, 4746
25.23, 101655.00, 0.27,-0.63, 9.62, 4751
25.23, 101655.00, 0.25,-0.65, 9.73, 4756
25.23, 101655.00, 0.27,-0.52, 9.66, 4761
25.23, 101655.00, 0.27,-0.54, 9.56, 4766
25.23, 101655.00, 0.19,-0.57, 9.50, 4771
