External Temperature (C), Barometric Pressure (Pa), Acceleration X, Acceleration Y, Acceleration Z
24.92, 101639.50, 0.17,-0.54, 9.64, 2737
24.92, 101639.50, 0.21,-0.54, 9.67, 2742
24.92, 101639.50, 0.29,-0.57, 9.71, 2747
24.92, 101639.50, 0.25,-0.59, 9.58, 2752
24.92, 101639.50, 0.21,-0.63, 9.69, 2757
24.92, 101639.50, 0.21,-0.61, 9.64, 2762
24.92, 101639.50, 0.10,-0.69, 9.52, 2767
24.92, 101640.71, 0.19,-0.65, 9.67, 2772
24.92, 101640.71, 0.23,-0.54, 9.62, 2777
24.92, 101640.71, 0.19,-0.61, 9.56, 2782
24.92, 101640.71, 0.21,-0.52, 9.60, 2787
24.92, 101640.71, 0.17,-0.56, 9.66, 2792
24.92, 101640.71, 0.23,-0.56, 9.64, 2797
24.92, 101640.71, 0.21,-0.50, 9.60, 2802
24.92, 101641.10, 0.13,-0.56, 9.62, 2807
24.92, 101641.10, 0.17,-0.56, 9.62, 2812
24.92, 101641.10, 0.25,-0.59, 9.60, 2817
24.92, 101641.10, 0.21,-0.52, 9.60, 2822
24.92, 101641.10, 0.21,-0.52, 9.56, 2827
24.92, 101641.10, 0.21,-0.59, 9.58, 2832
24.92, 101641.10, 0.23,-0.54, 9.58, 2837
24.92, 101639.28, 0.27,-0.57, 9.62, 2842
24.92, 101639.28, 0.27,-0.63, 9.69, 2847
24.92, 101639.28, 0.17,-0.57, 9.58, 2852
24.92, 101639.28, 0.21,-0.59, 9.64, 2857
24.92, 101639.28, 0.27,-0.57, 9.56, 2862
24.92, 101639.28, 0.23,-0.52, 9.60, 2867
24.92, 101639.28, 0.25,-0.63, 9.56, 2872
24.92, 101642.25, 0.25,-0.50, 9.56, 2877
24.92, 101642.25, 0.25,-0.57, 9.56, 2882
24.92, 101642.25, 0.21,-0.59, 9.67, 2887
24.92, 101642.25, 0.23,-0.57, 9.56, 2892
24.92, 101642.25, 0.19,-0.54, 9.69, 2897
24.92, 101642.25, 0.23,-0.54, 9.64, 2902
24.92, 101642.25, 0.11,-0.59, 9.60, 2907
24.92, 101639.95, 0.23,-0.56, 9.62, 2912
24.92, 101639.95, 0.17,-0.57, 9.66, 2917
24.92, 101639.95, 0.17,-0.61, 9.64, 2922
24.92, 101639.95, 0.23,-0.57, 9.62, 2927
24.92, 101639.95, 0.21,-0.61, 9.58, 2932
24.92, 101639.95, 0.19,-0.57, 9.64, 2937
24.92, 101639.95, 0.13,-0.56, 9.58, 2942
24.92, 101639.28, 0.23,-0.50, 9.60, 2947
24.92, 101639.28, 0.23,-0.56, 9.64, 2952
24.92, 101639.28, 0.21,-0.52, 9.56, 2957
24.92, 101639.28, 0.23,-0.54, 9.58, 2962
24.92, 101639.28, 0.27,-0.52, 9.60, 2967
24.92, 101639.28, 0.21,-0.57, 9.52, 2972
24.92, 101639.28, 0.23,-0.56, 9.73, 2977
24.92, 101639.28, 0.21,-0.59, 9.69, 2982
24.92, 101640.61, 0.23,-0.69, 9.69, 2987
24.92, 101640.61, 0.21,-0.73, 9.58, 2992
24.92, 101640.61, 0.25,-0.56, 9.56, 2997
24.92, 101640.61, 0.23,-0.57, 9.64, 3002
24.92, 101640.61, 0.23,-0.65, 9.46, 3007
24.92, 101640.61, 0.25,-0.61, 9.52, 3012
24.92, 101640.38, 0.29,-0.56, 9.79, 3020
24.92, 101640.38, 0.17,-0.52, 9.73, 3024
24.92, 101640.38, 0.21,-0.65, 9.67, 3029
24.92, 101640.38, 0.13,-0.52, 9.64, 3034
24.92, 101640.38, 0.15,-0.61, 9.69, 3039
24.92, 101640.38, 0.25,-0.59, 9.52, 3044
24.92, 101640.38, 0.21,-0.61, 9.60, 3049
24.92, 101642.53, 0.23,-0.61, 9.62, 3054
24.92, 101642.53, 0.21,-0.59, 9.64, 3059
24.92, 101642.53, 0.23,-0.57, 9.66, 3064
24.92, 101642.53, 0.25,-0.57, 9.71, 3069
24.92, 101642.53, 0.21,-0.65, 9.58, 3074
24.92, 101642.53, 0.15,-0.59, 9.75, 3079
24.92, 101642.53, 0.19,-0.59, 9.67, 3084
24.92, 101642.86, 0.19,-0.59, 9.62, 3089
24.92, 101642.86, 0.27,-0.57, 9.60, 3094
24.92, 101642.86, 0.29,-0.54, 9.58, 3099
24.92, 101642.86, 0.27,-0.50, 9.77, 3104
24.92, 101642.86, 0.27,-0.54, 9.69, 3109
24.92, 101642.86, 0.34,-0.52, 9.54, 3114
24.92, 101642.86, 0.29,-0.52, 9.62, 3119
24.92, 101642.86, 0.19,-0.50, 9.67, 3124
24.92, 101641.16, 0.17,-0.56, 9.66, 3129
24.92, 101641.16, 0.19,-0.61, 9.56, 3134
24.92, 101641.16, 0.19,-0.54, 9.60, 3139
24.92, 101641.16, 0.21,-0.57, 9.67, 3144
24.92, 101641.16, 0.17,-0.57, 9.66, 3149
24.92, 101641.16, 0.19,-0.65, 9.66, 3154
24.92, 101641.16, 0.23,-0.54, 9.58, 3159
24.92, 101643.01, 0.17,-0.57, 9.62, 3164
24.92, 101643.01, 0.17,-0.54, 9.60, 3169
24.92, 101643.01, 0.29,-0.56, 9.62, 3174
24.92, 101643.01, 0.21,-0.57, 9.50, 3179
24.92, 101643.01, 0.21,-0.56, 9.48, 3184
24.92, 101643.01, 0.17,-0.59, 9.60, 3189
24.92, 101643.01, 0.17,-0.56, 9.54, 3194
24.92, 101642.75, 0.25,-0.56, 9.64, 3199
24.92, 101642.75, 0.23,-0.61, 9.62, 3204
24.92, 101642.75, 0.19,-0.61, 9.79, 3209
24.92, 101642.75, 0.19,-0.61, 9.79, 3214
24.92, 101642.75, 0.17,-0.56, 9.69, 3219
24.92, 101642.75, 0.17,-0.52, 9.64, 3224
24.92, 101642.75, 0.17,-0.56, 9.62, 3229
24.92, 101644.08, 0.17,-0.57, 9.64, 3234
24.92, 101644.08, 0.27,-0.63, 9.64, 3239
24.92, 101644.08, 0.17,-0.59, 9.62, 3244
24.92, 101644.08, 0.23,-0.56, 9.64, 3249
24.92, 101644.08, 0.23,-0.59, 9.66, 3254
24.92, 101644.08, 0.19,-0.59, 9.62, 3259
24.92, 101644.08, 0.17,-0.61, 9.66, 3264
24.92, 101640.71, 0.23,-0.57, 9.66, 3269
24.92, 101640.71, 0.19,-0.56, 9.62, 3274
24.92, 101640.71, 0.17,-0.54, 9.58, 3279
24.92, 101640.71, 0.25,-0.52, 9.66, 3284
24.92, 101640.71, 0.25,-0.56, 9.60, 3289
24.92, 101640.71, 0.31,-0.57, 9.66, 3294
24.92, 101640.71, 0.25,-0.56, 9.75, 3299
24.92, 101644.83, 0.29,-0.61, 9.64, 3304
24.92, 101644.83, 0.27,-0.59, 9.62, 3309
24.92, 101644.83, 0.17,-0.61, 9.64, 3314
24.92, 101644.83, 0.29,-0.61, 9.60, 3319
24.92, 101644.83, 0.23,-0.57, 9.62, 3324
24.92, 101644.83, 0.13,-0.59, 9.60, 3329
24.92, 101644.83, 0.23,-0.63, 9.64, 3334
24.92, 101643.58, 0.21,-0.56, 9.64, 3339
24.92, 101643.58, 0.27,-0.59, 9.58, 3344
24.92, 101643.58, 0.23,-0.59, 9.62, 3349
24.92, 101643.58, 0.21,-0.59, 9.66, 3354
24.92, 101643.58, 0.21,-0.54, 9.62, 3359
24.92, 101643.58, 0.19,-0.54, 9.69, 3364
24.92, 101643.58, 0.29,-0.56, 9.67, 3369
24.92, 101643.74, 0.31,-0.57, 9.67, 3374
24.92, 101643.74, 0.23,-0.56, 9.67, 3379
24.92, 101643.74, 0.25,-0.59, 9.69, 3384
24.92, 101643.74, 0.23,-0.57, 9.67, 3389
24.92, 101643.74, 0.21,-0.54, 9.62, 3394
24.92, 101643.74, 0.23,-0.65, 9.58, 3399
24.92, 101643.74, 0.19,-0.59, 9.66, 3404
24.92, 101641.27, 0.23,-0.56, 9.58, 3409
24.92, 101641.27, 0.21,-0.54, 9.60, 3414
24.92, 101641.27, 0.23,-0.57, 9.66, 3419
24.92, 101641.27, 0.19,-0.61, 9.67, 3424
24.92, 101641.27, 0.29,-0.56, 9.79, 3429
24.92, 101641.27, 0.27,-0.63, 9.81, 3434
24.92, 101641.27, 0.15,-0.63, 9.67, 3439
24.92, 101641.76, 0.17,-0.54, 9.73, 3444
24.92, 101641.76, 0.15,-0.54, 9.67, 3449
24.92, 101641.76, 0.19,-0.59, 9.52, 3454
24.92, 101641.76, 0.19,-0.54, 9.48, 3459
24.92, 101641.76, 0.19,-0.52, 9.64, 3464
24.92, 101641.76, 0.19,-0.54, 9.62, 3469
24.92, 101641.76, 0.23,-0.52, 9.64, 3474
24.92, 101641.76, 0.27,-0.56, 9.64, 3479
24.92, 101642.90, 0.23,-0.59, 9.56, 3484
24.92, 101642.90, 0.23,-0.54, 9.64, 3489
24.92, 101642.90, 0.23,-0.56, 9.64, 3494
24.92, 101642.90, 0.23,-0.57, 9.60, 3499
24.92, 101642.90, 0.23,-0.61, 9.64, 3504
24.92, 101642.90, 0.23,-0.63, 9.66, 3509
24.92, 101642.90, 0.23,-0.57, 9.60, 3514
24.92, 101642.52, 0.19,-0.59, 9.60, 3522
24.92, 101642.52, 0.17,-0.46, 9.58, 3526
24.92, 101642.52, 0.31,-0.54, 9.64, 3531
24.92, 101642.52, 0.21,-0.59, 9.75, 3536
24.92, 101642.52, 0.17,-0.56, 9.62, 3541
24.92, 101642.52, 0.21,-0.54, 9.62, 3546
24.92, 101642.73, 0.23,-0.56, 9.54, 3551
24.92, 101642.73, 0.27,-0.56, 9.54, 3556
24.92, 101642.73, 0.15,-0.57, 9.66, 3561
24.92, 101642.73, 0.29,-0.63, 9.66, 3566
24.92, 101642.73, 0.23,-0.54, 9.60, 3571
24.92, 101642.73, 0.23,-0.57, 9.58, 3576
24.92, 101642.73, 0.25,-0.61, 9.54, 3581
24.92, 101642.24, 0.25,-0.65, 9.56, 3586
24.92, 101642.24, 0.25,-0.57, 9.64, 3591
24.92, 101642.24, 0.23,-0.57, 9.66, 3596
24.92, 101642.24, 0.19,-0.57, 9.66, 3601
24.92, 101642.24, 0.19,-0.59, 9.62, 3606
24.92, 101642.24, 0.21,-0.57, 9.66, 3611
24.92, 101642.24, 0.15,-0.59, 9.62, 3616
24.92, 101642.24, 0.21,-0.61, 9.60, 3621
24.92, 101642.41, 0.19,-0.59, 9.50, 3626
24.92, 101642.41, 0.25,-0.57, 9.64, 3631
24.92, 101642.41, 0.23,-0.63, 9.69, 3636
24.92, 101642.41, 0.19,-0.67, 9.48, 3641
24.92, 101642.41, 0.19,-0.67, 9.50, 3646
24.92, 101642.41, 0.23,-0.65, 9.46, 3651
24.92, 101642.41, 0.21,-0.61, 9.52, 3656
24.92, 101642.34, 0.25,-0.54, 9.58, 3661
24.92, 101642.34, 0.25,-0.61, 9.52, 3666
24.92, 101642.34, 0.23,-0.63, 9.62, 3671
24.92, 101642.34, 0.19,-0.61, 9.60, 3676
24.92, 101642.34, 0.19,-0.56, 9.62, 3681
24.92, 101642.34, 0.19,-0.63, 9.52, 3686
24.92, 101642.34, 0.19,-0.59, 9.58, 3691
24.92, 101645.44, 0.15,-0.57, 9.62, 3696
24.92, 101645.44, 0.19,-0.59, 9.58, 3701
24.92, 101645.44, 0.25,-0.57, 9.60, 3706
24.92, 101645.44, 0.27,-0.61, 9.60, 3711
24.92, 101645.44, 0.21,-0.57, 9.60, 3716
24.92, 101645.44, 0.17,-0.59, 9.62, 3721
24.92, 101645.44, 0.25,-0.57, 9.64, 3726
24.92, 101644.22, 0.27,-0.57, 9.50, 3731
24.92, 101644.22, 0.33,-0.57, 9.69, 3736
24.92, 101644.22, 0.34,-0.65, 9.75, 3741
24.92, 101644.22, 0.29,-0.71, 9.69, 3746
24.92, 101644.22, 0.23,-0.63, 9.67, 3751
24.92, 101644.22, 0.15,-0.59, 9.56, 3756
24.92, 101644.22, 0.19,-0.59, 9.62, 3761
24.92, 101639.39, 0.19,-0.59, 9.48, 3766
24.92, 101639.39, 0.19,-0.57, 9.50, 3771
24.92, 101639.39, 0.23,-0.52, 9.60, 3776
24.92, 101639.39, 0.29,-0.56, 9.69, 3781
24.92, 101639.39, 0.19,-0.59, 9.75, 3786
24.92, 101639.39, 0.21,-0.59, 9.69, 3791
24.92, 101639.39, 0.21,-0.56, 9.58, 3796
24.92, 101640.77, 0.23,-0.54, 9.64, 3801
24.92, 101640.77, 0.25,-0.52, 9.62, 3806
24.92, 101640.77, 0.25,-0.52, 9.66, 3811
24.92, 101640.77, 0.33,-0.50, 9.56, 3816
24.92, 101640.77, 0.31,-0.50, 9.56, 3821
24.92, 101640.77, 0.25,-0.48, 9.62, 3826
24.92, 101640.77, 0.27,-0.56, 9.60, 3831
24.92, 101641.69, 0.33,-0.57, 9.64, 3836
24.92, 101641.69, 0.33,-0.59, 9.62, 3841
24.92, 101641.69, 0.19,-0.50, 9.69, 3846
24.92, 101641.69, 0.15,-0.52, 9.56, 3851
24.92, 101641.69, 0.21,-0.63, 9.60, 3856
24.92, 101641.69, 0.25,-0.59, 9.75, 3861
24.92, 101641.69, 0.21,-0.59, 9.67, 3866
24.92, 101642.73, 0.23,-0.57, 9.56, 3871
24.92, 101642.73, 0.19,-0.59, 9.85, 3876
24.92, 101642.73, 0.11,-0.59, 9.73, 3881
24.92, 101642.73, 0.13,-0.54, 9.67, 3886
24.92, 101642.73, 0.17,-0.59, 9.75, 3891
24.92, 101642.73, 0.19,-0.61, 9.71, 3896
24.92, 101642.73, 0.23,-0.61, 9.60, 3901
24.92, 101645.11, 0.17,-0.57, 9.67, 3906
24.92, 101645.11, 0.19,-0.59, 9.66, 3911
24.92, 101645.11, 0.11,-0.56, 9.67, 3916
24.92, 101645.11, 0.19,-0.56, 9.60, 3921
24.92, 101645.11, 0.19,-0.61, 9.60, 3926
24.92, 101645.11, 0.19,-0.59, 9.62, 3931
24.92, 101645.11, 0.23,-0.52, 9.60, 3936
24.92, 101639.38, 0.21,-0.56, 9.69, 3941
24.92, 101639.38, 0.19,-0.59, 9.66, 3946
24.92, 101639.38, 0.23,-0.56, 9.60, 3951
24.92, 101639.38, 0.19,-0.57, 9.54, 3956
24.92, 101639.38, 0.15,-0.63, 9.66, 3961
24.92, 101639.38, 0.13,-0.63, 9.67, 3966
24.92, 101639.38, 0.15,-0.56, 9.45, 3971
24.92, 101639.38, 0.15,-0.57, 9.58, 3976
24.92, 101644.06, 0.21,-0.67, 9.71, 3981
24.92, 101644.06, 0.25,-0.67, 9.60, 3986
24.92, 101644.06, 0.27,-0.57, 9.58, 3991
24.92, 101644.06, 0.19,-0.67, 9.56, 3996
24.92, 101644.06, 0.23,-0.65, 9.69, 4001
24.92, 101644.06, 0.25,-0.57, 9.66, 4006
24.92, 101644.06, 0.25,-0.54, 9.62, 4011
24.92, 101643.56, 0.29,-0.52, 9.58, 4016
24.92, 101643.56, 0.27,-0.59, 9.67, 4024
24.92, 101643.56, 0.25,-0.57, 9.71, 4028
24.92, 101643.56, 0.29,-0.57, 9.64, 4033
24.92, 101643.56, 0.27,-0.65, 9.60, 4038
24.92, 101643.56, 0.31,-0.59, 9.60, 4043
24.92, 101640.04, 0.29,-0.59, 9.64, 4048
24.92, 101640.04, 0.21,-0.54, 9.58, 4053
24.92, 101640.04, 0.19,-0.54, 9.69, 4058
24.92, 101640.04, 0.29,-0.56, 9.71, 4063
24.92, 101640.04, 0.29,-0.52, 9.58, 4068
24.92, 101640.04, 0.25,-0.54, 9.48, 4073
24.92, 101640.04, 0.23,-0.57, 9.73, 4078
24.92, 101643.30, 0.19,-0.54, 9.64, 4083
24.92, 101643.30, 0.15,-0.57, 9.69, 4088
24.92, 101643.30, 0.23,-0.54, 9.77, 4093
24.92, 101643.30, 0.21,-0.56, 9.62, 4098
24.92, 101643.30, 0.21,-0.59, 9.58, 4103
24.92, 101643.30, 0.19,-0.59, 9.62, 4108
24.92, 101643.30, 0.25,-0.59, 9.67, 4113
24.92, 101643.30, 0.23,-0.57, 9.66, 4118
24.92, 101641.85, 0.25,-0.59, 9.69, 4123
24.92, 101641.85, 0.23,-0.61, 9.64, 4128
24.92, 101641.85, 0.25,-0.57, 9.62, 4133
24.92, 101641.85, 0.23,-0.59, 9.58, 4138
24.92, 101641.85, 0.13,-0.54, 9.60, 4143
24.92, 101641.85, 0.17,-0.59, 9.64, 4148
24.92, 101641.85, 0.29,-0.57, 9.66, 4153
24.92, 101640.22, 0.23,-0.56, 9.62, 4158
24.92, 101640.22, 0.19,-0.59, 9.48, 4163
24.92, 101640.22, 0.15,-0.50, 9.56, 4168
24.92, 101640.22, 0.21,-0.50, 9.62, 4173
24.92, 101640.22, 0.21,-0.44, 9.67, 4178
24.92, 101640.22, 0.27,-0.54, 9.64, 4183
24.92, 101640.22, 0.19,-0.59, 9.60, 4188
24.92, 101642.57, 0.27,-0.56, 9.58, 4193
24.92, 101642.57, 0.27,-0.57, 9.54, 4198
24.92, 101642.57, 0.29,-0.57, 9.58, 4203
24.92, 101642.57, 0.25,-0.52, 9.64, 4208
24.92, 101642.57, 0.19,-0.57, 9.60, 4213
24.92, 101642.57, 0.17,-0.59, 9.67, 4218
24.92, 101642.57, 0.19,-0.57, 9.62, 4223
24.92, 101640.98, 0.10,-0.59, 9.60, 4228
24.92, 101640.98, 0.25,-0.61, 9.64, 4233
24.92, 101640.98, 0.23,-0.56, 9.64, 4238
24.92, 101640.98, 0.25,-0.59, 9.64, 4243
24.92, 101640.98, 0.19,-0.57, 9.64, 4248
24.92, 101640.98, 0.21,-0.57, 9.62, 4253
24.92, 101640.98, 0.25,-0.57, 9.62, 4258
24.92, 101638.94, 0.23,-0.59, 9.64, 4263
24.92, 101638.94, 0.23,-0.54, 9.64, 4268
24.92, 101638.94, 0.23,-0.59, 9.54, 4273
24.92, 101638.94, 0.25,-0.59, 9.54, 4278
24.92, 101638.94, 0.21,-0.56, 9.66, 4283
24.92, 101638.94, 0.19,-0.63, 9.56, 4288
24.92, 101638.94, 0.15,-0.56, 9.62, 4293
24.92, 101640.37, 0.25,-0.54, 9.64, 4298
24.92, 101640.37, 0.29,-0.52, 9.67, 4303
24.92, 101640.37, 0.25,-0.50, 9.66, 4308
24.92, 101640.37, 0.27,-0.59, 9.52, 4313
24.92, 101640.37, 0.29,-0.56, 9.60, 4318
24.92, 101640.37, 0.21,-0.59, 9.66, 4323
24.92, 101640.37, 0.21,-0.63, 9.58, 4328
24.92, 101641.25, 0.13,-0.59, 9.62, 4333
24.92, 101641.25, 0.23,-0.56, 9.62, 4338
24.92, 101641.25, 0.17,-0.61, 9.62, 4343
24.92, 101641.25, 0.23,-0.59, 9.66, 4348
24.92, 101641.25, 0.17,-0.56, 9.54, 4353
24.92, 101641.25, 0.25,-0.61, 9.54, 4358
24.92, 101641.25, 0.29,-0.56, 9.60, 4363
24.92, 101642.30, 0.23,-0.52, 9.64, 4368
24.92, 101642.30, 0.17,-0.56, 9.56, 4373
24.92, 101642.30, 0.19,-0.56, 9.62, 4378
24.92, 101642.30, 0.21,-0.61, 9.60, 4383
24.92, 101642.30, 0.25,-0.65, 9.64, 4388
24.92, 101642.30, 0.21,-0.59, 9.66, 4393
24.92, 101642.30, 0.15,-0.59, 9.54, 4398
24.92, 101641.36, 0.21,-0.46, 9.56, 4403
24.92, 101641.36, 0.17,-0.59, 9.60, 4408
24.92, 101641.36, 0.17,-0.67, 9.69, 4413
24.92, 101641.36, 0.15,-0.52, 9.60, 4418
24.92, 101641.36, 0.27,-0.54, 9.56, 4423
24.92, 101641.36, 0.11,-0.56, 9.48, 4428
24.92, 101641.36, 0.17,-0.59, 9.22, 4433
24.92, 101641.91, 0.29,-0.52, 9.50, 4438
24.92, 101641.91, 0.23,-0.56, 9.52, 4443
24.92, 101641.91, 0.17,-0.59, 9.56, 4448
24.92, 101641.91, 0.15,-0.56, 9.62, 4453
24.92, 101641.91, 0.15,-0.57, 9.71, 4458
24.92, 101641.91, 0.27,-0.56, 9.67, 4463
24.92, 101641.91, 0.21,-0.63, 9.62, 4468
24.92, 101641.91, 0.25,-0.57, 9.64, 4473
24.92, 101640.59, 0.21,-0.57, 9.60, 4478
24.92, 101640.59, 0.19,-0.57, 9.60, 4483
24.92, 101640.59, 0.25,-0.59, 9.60, 4488
24.92, 101640.59, 0.29,-0.54, 9.66, 4493
24.92, 101640.59, 0.27,-0.54, 9.69, 4498
24.92, 101640.59, 0.21,-0.57, 9.58, 4503
24.92, 101640.59, 0.23,-0.59, 9.77, 4508
24.92, 101640.92, 0.23,-0.59, 9.62, 4513
24.92, 101640.92, 0.25,-0.56, 9.67, 4518
24.92, 101640.92, 0.23,-0.52, 9.60, 4525
24.92, 101640.92, 0.21,-0.52, 9.62, 4530
24.92, 101640.92, 0.21,-0.50, 9.64, 4535
24.92, 101640.92, 0.17,-0.56, 9.62, 4540
24.92, 101640.70, 0.21,-0.56, 9.67, 4545
24.92, 101640.70, 0.15,-0.57, 9.50, 4550
24.92, 101640.70, 0.17,-0.65, 9.60, 4555
24.92, 101640.70, 0.23,-0.59, 9.66, 4560
24.92, 101640.70, 0.15,-0.61, 9.67, 4565
24.92, 101640.70, 0.13,-0.57, 9.60, 4570
24.92, 101640.70, 0.23,-0.59, 9.62, 4575
24.92, 101641.09, 0.15,-0.61, 9.67, 4580
24.92, 101641.09, 0.13,-0.54, 9.66, 4585
24.92, 101641.09, 0.23,-0.52, 9.62, 4590
24.92, 101641.09, 0.23,-0.61, 9.66, 4595
24.92, 101641.09, 0.19,-0.61, 9.56, 4600
24.92, 101641.09, 0.25,-0.46, 9.62, 4605
24.92, 101641.09, 0.23,-0.63, 9.54, 4610
24.92, 101640.92, 0.31,-0.56, 9.66, 4615
24.92, 101640.92, 0.21,-0.56, 9.66, 4620
24.92, 101640.92, 0.25,-0.56, 9.83, 4625
24.92, 101640.92, 0.17,-0.63, 9.64, 4630
24.92, 101640.92, 0.21,-0.54, 9.66, 4635
24.92, 101640.92, 0.29,-0.61, 9.67, 4640
24.92, 101640.92, 0.31,-0.67, 9.60, 4645
24.92, 101640.92, 0.29,-0.63, 9.66, 4650
24.92, 101640.42, 0.21,-0.57, 9.66, 4655
24.92, 101640.42, 0.21,-0.57, 9.60, 4660
24.92, 101640.42, 0.23,-0.56, 9.69, 4665
24.92, 101640.42, 0.19,-0.63, 9.60, 4670
24.92, 101640.42, 0.23,-0.61, 9.62, 4675
24.92, 101640.42, 0.15,-0.59, 9.58, 4680
24.92, 101640.42, 0.15,-0.57, 9.64, 4685
24.92, 101641.91, 0.17,-0.61, 9.60, 4690
24.92, 101641.91, 0.23,-0.56, 9.66, 4695
24.92, 101641.91, 0.21,-0.61, 9.60, 4700
24.92, 101641.91, 0.21,-0.57, 9.64, 4705
24.92, 101641.91, 0.31,-0.59, 9.56, 4710
24.92, 101641.91, 0.23,-0.54, 9.54, 4715
24.92, 101641.91, 0.19,-0.61, 9.67, 4720
24.92, 101640.59, 0.17,-0.65, 9.71, 4725
24.92, 101640.59, 0.21,-0.54, 9.69, 4730
24.92, 101640.59, 0.23,-0.63, 9.73, 4735
24.92, 101640.59, 0.19,-0.59, 9.52, 4740
24.92, 101640.59, 0.19,-0.56, 9.71, 4745
24.92, 101640.59, 0.27,-0.54, 9.67, 4750
24.92, 101640.59, 0.23,-0.65, 9.67, 4755
24.92, 101639.77, 0.31,-0.57, 9.64, 4760
24.92, 101639.77, 0.23,-0.56, 9.69, 4765
24.92, 101639.77, 0.27,-0.59, 9.71, 4770
24.92, 101639.77, 0.25,-0.54, 9.67, 4775
24.92, 101639.77, 0.29,-0.50, 9.62, 4780
24.92, 101639.77, 0.23,-0.59, 9.71, 4785
24.92, 101639.77, 0.19,-0.56, 9.69, 4790
24.92, 101640.59, 0.29,-0.59, 9.69, 4795
24.92, 101640.59, 0.25,-0.54, 9.62, 4800
24.92, 101640.59, 0.23,-0.61, 9.58, 4805
24.92, 101640.59, 0.17,-0.59, 9.60, 4810
24.92, 101640.59, 0.19,-0.59, 9.60, 4815
24.92, 101640.59, 0.15,-0.57, 9.62, 4820
24.92, 101640.59, 0.19,-0.59, 9.62, 4825
24.92, 101639.11, 0.21,-0.57, 9.67, 4830
24.92, 101639.11, 0.19,-0.52, 9.69, 4835
24.92, 101639.11, 0.19,-0.61, 9.56, 4840
24.92, 101639.11, 0.17,-0.54, 9.66, 4845
24.92, 101639.11, 0.17,-0.61, 9.67, 4850
24.92, 101639.11, 0.21,-0.69, 9.79, 4855
24.92, 101639.11, 0.21,-0.61, 9.85, 4860
24.92, 101636.31, 0.19,-0.65, 9.85, 4865
24.92, 101636.31, 0.21,-0.56, 9.71, 4870
24.92, 101636.31, 0.21,-0.56, 9.64, 4875
24.92, 101636.31, 0.21,-0.59, 9.66, 4880
24.92, 101636.31, 0.21,-0.56, 9.64, 4885
24.92, 101636.31, 0.31,-0.52, 9.66, 4890
24.92, 101636.31, 0.25,-0.48, 9.67, 4895
24.92, 101642.36, 0.19,-0.54, 9.60, 4900
24.92, 101642.36, 0.27,-0.57, 9.60, 4905
24.92, 101642.36, 0.25,-0.57, 9.64, 4910
