External Temperature (C), Barometric Pressure (Pa), Acceleration X, Acceleration Y, Acceleration Z
24.75, 101638.42, 0.23,-0.61, 9.67, 5771
24.75, 101638.42, 0.25,-0.56, 9.64, 5776
24.75, 101638.42, 0.25,-0.56, 9.62, 5781
24.75, 101638.42, 0.19,-0.54, 9.64, 5786
24.75, 101638.42, 0.23,-0.50, 9.67, 5791
24.75, 101639.23, 0.21,-0.56, 9.69, 5796
24.75, 101639.23, 0.21,-0.65, 9.71, 5801
24.75, 101639.23, 0.27,-0.57, 9.62, 5806
24.75, 101639.23, 0.25,-0.57, 9.62, 5811
24.75, 101639.23, 0.21,-0.54, 9.62, 5816
24.75, 101639.23, 0.17,-0.59, 9.58, 5821
24.75, 101639.23, 0.31,-0.57, 9.66, 5826
24.75, 101637.84, 0.19,-0.65, 9.73, 5831
24.75, 101637.84, 0.21,-0.61, 9.66, 5836
24.75, 101637.84, 0.27,-0.54, 9.64, 5841
24.75, 101637.84, 0.21,-0.59, 9.62, 5846
24.75, 101637.84, 0.21,-0.56, 9.75, 5851
24.75, 101637.84, 0.21,-0.56, 9.67, 5856
24.75, 101637.84, 0.27,-0.44, 9.67, 5861
24.75, 101640.33, 0.21,-0.56, 9.58, 5866
24.75, 101640.33, 0.25,-0.48, 9.60, 5871
24.75, 101640.33, 0.29,-0.57, 9.66, 5876
24.75, 101640.33, 0.23,-0.57, 9.58, 5881
24.75, 101640.33, 0.31,-0.59, 9.60, 5886
24.75, 101640.33, 0.29,-0.61, 9.64, 5891
24.75, 101640.33, 0.21,-0.57, 9.60, 5896
24.75, 101639.83, 0.21,-0.59, 9.66, 5901
24.75, 101639.83, 0.25,-0.57, 9.69, 5906
24.75, 101639.83, 0.23,-0.56, 9.64, 5911
24.75, 101639.83, 0.19,-0.57, 9.58, 5916
24.75, 101639.83, 0.25,-0.57, 9.66, 5921
24.75, 101639.83, 0.27,-0.56, 9.66, 5926
24.75, 101639.83, 0.17,-0.59, 9.66, 5931
24.75, 101637.02, 0.19,-0.52, 9.64, 5936
24.75, 101637.02, 0.23,-0.61, 9.66, 5941
24.75, 101637.02, 0.15,-0.61, 9.62, 5946
24.75, 101637.02, 0.17,-0.73, 9.73, 5951
24.75, 101637.02, 0.23,-0.65, 9.56, 5956
24.75, 101637.02, 0.23,-0.57, 9.60, 5961
24.75, 101637.02, 0.17,-0.57, 9.60, 5966
24.75, 101637.02, 0.19,-0.54, 9.56, 5971
24.75, 101639.50, 0.15,-0.54, 9.64, 5976
24.75, 101639.50, 0.19,-0.57, 9.62, 5981
24.75, 101639.50, 0.21,-0.57, 9.67, 5986
24.75, 101639.50, 0.29,-0.56, 9.62, 5991
24.75, 101639.50, 0.21,-0.54, 9.67, 5996
24.75, 101639.50, 0.25,-0.63, 9.66, 6001
24.75, 101639.50, 0.25,-0.56, 9.60, 6006
24.75, 101638.91, 0.23,-0.61, 9.62, 6011
24.75, 101638.91, 0.21,-0.54, 9.62, 6016
24.75, 101638.91, 0.27,-0.57, 9.64, 6021
24.75, 101638.91, 0.23,-0.57, 9.67, 6026
24.75, 101638.91, 0.19,-0.52, 9.69, 6031
24.75, 101638.91, 0.17,-0.59, 9.62, 6036
24.75, 101638.91, 0.29,-0.57, 9.58, 6041
24.75, 101640.05, 0.23,-0.61, 9.58, 6046
24.75, 101640.05, 0.21,-0.52, 9.62, 6051
24.75, 101640.05, 0.11,-0.50, 9.64, 6056
24.75, 101640.05, 0.21,-0.50, 9.75, 6061
24.75, 101640.05, 0.21,-0.54, 9.37, 6066
24.75, 101640.05, 0.19,-0.61, 9.66, 6071
24.75, 101640.05, 0.19,-0.54, 9.50, 6076
24.75, 101639.66, 0.21,-0.52, 9.71, 6081
24.75, 101639.66, 0.25,-0.48, 9.54, 6086
24.75, 101639.66, 0.23,-0.57, 9.83, 6091
24.75, 101639.66, 0.25,-0.57, 9.77, 6096
24.75, 101639.66, 0.21,-0.59, 9.62, 6104
24.75, 101639.66, 0.31,-0.67, 9.54, 6108
24.75, 101639.66, 0.27,-0.59, 9.60, 6113
24.75, 101639.72, 0.23,-0.57, 9.67, 6118
24.75, 101639.72, 0.25,-0.57, 9.71, 6123
24.75, 101639.72, 0.27,-0.54, 9.60, 6128
24.75, 101639.72, 0.27,-0.57, 9.62, 6133
24.75, 101639.72, 0.25,-0.63, 9.58, 6138
24.75, 101639.72, 0.25,-0.57, 9.60, 6143
24.75, 101639.72, 0.21,-0.59, 9.62, 6148
24.75, 101639.17, 0.25,-0.61, 9.66, 6153
24.75, 101639.17, 0.21,-0.59, 9.62, 6158
24.75, 101639.17, 0.19,-0.59, 9.46, 6163
24.75, 101639.17, 0.19,-0.56, 9.87, 6168
24.75, 101639.17, 0.23,-0.59, 9.77, 6173
24.75, 101639.17, 0.27,-0.56, 9.85, 6178
24.75, 101639.17, 0.27,-0.59, 9.67, 6183
24.75, 101643.08, 0.36,-0.48, 9.71, 6188
24.75, 101643.08, 0.23,-0.50, 9.62, 6193
24.75, 101643.08, 0.27,-0.52, 9.62, 6198
24.75, 101643.08, 0.25,-0.57, 9.56, 6203
24.75, 101643.08, 0.17,-0.61, 9.67, 6208
24.75, 101643.08, 0.19,-0.56, 9.79, 6213
24.75, 101643.08, 0.21,-0.50, 9.67, 6218
24.75, 101639.99, 0.21,-0.59, 9.69, 6223
24.75, 101639.99, 0.29,-0.59, 9.56, 6228
24.75, 101639.99, 0.23,-0.61, 9.62, 6233
24.75, 101639.99, 0.23,-0.54, 9.62, 6238
24.75, 101639.99, 0.27,-0.59, 9.60, 6243
24.75, 101639.99, 0.17,-0.59, 9.64, 6248
24.75, 101639.99, 0.19,-0.59, 9.64, 6253
24.75, 101640.88, 0.27,-0.56, 9.64, 6258
24.75, 101640.88, 0.19,-0.52, 9.60, 6263
24.75, 101640.88, 0.23,-0.52, 9.66, 6268
24.75, 101640.88, 0.19,-0.57, 9.58, 6273
24.75, 101640.88, 0.21,-0.57, 9.58, 6278
24.75, 101640.88, 0.27,-0.56, 9.73, 6283
24.75, 101640.88, 0.29,-0.50, 9.60, 6288
24.75, 101642.42, 0.25,-0.59, 9.33, 6293
24.75, 101642.42, 0.25,-0.61, 9.48, 6298
24.75, 101642.42, 0.21,-0.56, 9.79, 6303
24.75, 101642.42, 0.27,-0.57, 9.67, 6308
24.75, 101642.42, 0.23,-0.54, 9.66, 6313
24.75, 101642.42, 0.25,-0.57, 9.64, 6318
24.75, 101642.42, 0.27,-0.57, 9.66, 6323
24.75, 101639.23, 0.15,-0.57, 9.69, 6328
24.75, 101639.23, 0.15,-0.59, 9.69, 6333
24.75, 101639.23, 0.27,-0.57, 9.60, 6338
24.75, 101639.23, 0.25,-0.59, 9.66, 6343
24.75, 101639.23, 0.23,-0.61, 9.64, 6348
24.75, 101639.23, 0.21,-0.63, 9.66, 6353
24.75, 101639.23, 0.21,-0.59, 9.69, 6358
24.75, 101639.01, 0.25,-0.54, 9.64, 6363
24.75, 101639.01, 0.21,-0.56, 9.62, 6368
24.75, 101639.01, 0.27,-0.56, 9.62, 6373
24.75, 101639.01, 0.29,-0.61, 9.58, 6378
24.75, 101639.01, 0.19,-0.61, 9.60, 6383
24.75, 101639.01, 0.19,-0.59, 9.62, 6388
24.75, 101639.01, 0.25,-0.57, 9.60, 6393
24.75, 101637.69, 0.21,-0.56, 9.58, 6398
24.75, 101637.69, 0.19,-0.63, 9.43, 6403
24.75, 101637.69, 0.29,-0.52, 9.50, 6408
24.75, 101637.69, 0.21,-0.57, 9.66, 6413
24.75, 101637.69, 0.19,-0.54, 9.41, 6418
24.75, 101637.69, 0.27,-0.52, 9.48, 6423
24.75, 101637.69, 0.25,-0.57, 9.52, 6428
24.75, 101643.06, 0.21,-0.59, 9.66, 6433
24.75, 101643.06, 0.29,-0.63, 9.62, 6438
24.75, 101643.06, 0.23,-0.59, 9.67, 6443
24.75, 101643.06, 0.23,-0.59, 9.54, 6448
24.75, 101643.06, 0.27,-0.48, 9.58, 6453
24.75, 101643.06, 0.19,-0.63, 9.58, 6458
24.75, 101643.06, 0.23,-0.57, 9.58, 6463
24.75, 101642.31, 0.19,-0.50, 9.58, 6468
24.75, 101642.31, 0.25,-0.59, 9.67, 6473
24.75, 101642.31, 0.25,-0.57, 9.64, 6478
24.75, 101642.31, 0.34,-0.52, 9.71, 6483
24.75, 101642.31, 0.34,-0.50, 9.58, 6488
24.75, 101642.31, 0.29,-0.52, 9.54, 6493
24.75, 101642.31, 0.21,-0.56, 9.54, 6498
24.75, 101642.31, 0.21,-0.56, 9.58, 6503
24.75, 101641.82, 0.25,-0.54, 9.60, 6508
24.75, 101641.82, 0.34,-0.56, 9.67, 6513
24.75, 101641.82, 0.27,-0.57, 9.46, 6518
24.75, 101641.82, 0.23,-0.59, 9.75, 6523
24.75, 101641.82, 0.25,-0.48, 9.81, 6528
24.75, 101641.82, 0.25,-0.63, 9.66, 6533
24.75, 101641.82, 0.19,-0.57, 9.66, 6538
24.75, 101638.95, 0.25,-0.48, 9.56, 6543
24.75, 101638.95, 0.21,-0.59, 9.56, 6548
24.75, 101638.95, 0.19,-0.59, 9.50, 6553
24.75, 101638.95, 0.25,-0.54, 9.58, 6558
24.75, 101638.95, 0.23,-0.54, 9.58, 6563
24.75, 101638.95, 0.21,-0.65, 9.62, 6568
24.75, 101638.95, 0.21,-0.57, 9.60, 6573
24.75, 101638.56, 0.21,-0.57, 9.64, 6578
24.75, 101638.56, 0.19,-0.57, 9.60, 6583
24.75, 101638.56, 0.27,-0.54, 9.66, 6588
24.75, 101638.56, 0.25,-0.54, 9.58, 6593
24.75, 101638.56, 0.21,-0.59, 9.62, 6598
24.75, 101638.56, 0.21,-0.57, 9.62, 6606
24.75, 101642.58, 0.17,-0.46, 9.67, 6610
24.75, 101642.58, 0.19,-0.61, 9.62, 6615
24.75, 101642.58, 0.19,-0.67, 9.58, 6620
24.75, 101642.58, 0.27,-0.57, 9.79, 6625
24.75, 101642.58, 0.19,-0.52, 9.79, 6630
24.75, 101642.58, 0.25,-0.48, 9.69, 6635
24.75, 101642.58, 0.17,-0.61, 9.56, 6640
24.75, 101642.58, 0.29,-0.56, 9.60, 6645
24.75, 101640.83, 0.23,-0.57, 9.73, 6650
24.75, 101640.83, 0.19,-0.59, 9.69, 6655
24.75, 101640.83, 0.21,-0.61, 9.64, 6660
24.75, 101640.83, 0.23,-0.59, 9.69, 6665
24.75, 101640.83, 0.25,-0.57, 9.62, 6670
24.75, 101640.83, 0.19,-0.59, 9.58, 6675
24.75, 101640.83, 0.27,-0.56, 9.60, 6680
24.75, 101641.16, 0.27,-0.59, 9.60, 6685
24.75, 101641.16, 0.25,-0.52, 9.56, 6690
24.75, 101641.16, 0.25,-0.54, 9.66, 6695
24.75, 101641.16, 0.25,-0.59, 9.64, 6700
24.75, 101641.16, 0.27,-0.57, 9.64, 6705
24.75, 101641.16, 0.27,-0.57, 9.64, 6710
24.75, 101641.16, 0.23,-0.52, 9.62, 6715
24.75, 101641.82, 0.17,-0.59, 9.62, 6720
24.75, 101641.82, 0.15,-0.61, 9.54, 6725
24.75, 101641.82, 0.17,-0.59, 9.48, 6730
24.75, 101641.82, 0.15,-0.67, 9.69, 6735
24.75, 101641.82, 0.15,-0.59, 9.60, 6740
24.75, 101641.82, 0.19,-0.50, 9.58, 6745
24.75, 101641.82, 0.21,-0.50, 9.62, 6750
24.75, 101644.06, 0.27,-0.48, 9.64, 6755
24.75, 101644.06, 0.25,-0.59, 9.66, 6760
24.75, 101644.06, 0.23,-0.56, 9.60, 6765
24.75, 101644.06, 0.27,-0.50, 9.62, 6770
24.75, 101644.06, 0.25,-0.59, 9.62, 6775
24.75, 101644.06, 0.17,-0.59, 9.62, 6780
24.75, 101644.06, 0.15,-0.59, 9.60, 6785
24.75, 101643.89, 0.27,-0.61, 9.62, 6790
24.75, 101643.89, 0.25,-0.59, 9.66, 6795
24.75, 101643.89, 0.31,-0.59, 9.62, 6800
24.75, 101643.89, 0.31,-0.54, 9.62, 6805
24.75, 101643.89, 0.25,-0.56, 9.60, 6810
24.75, 101643.89, 0.21,-0.52, 9.58, 6815
24.75, 101643.89, 0.23,-0.50, 9.62, 6820
24.75, 101642.97, 0.21,-0.59, 9.71, 6825
24.75, 101642.97, 0.23,-0.61, 9.60, 6830
24.75, 101642.97, 0.23,-0.59, 9.66, 6835
24.75, 101642.97, 0.21,-0.59, 9.62, 6840
24.75, 101642.97, 0.27,-0.57, 9.58, 6845
24.75, 101642.97, 0.17,-0.61, 9.52, 6850
24.75, 101642.97, 0.19,-0.59, 9.62, 6855
24.75, 101642.64, 0.21,-0.57, 9.71, 6860
24.75, 101642.64, 0.25,-0.52, 9.64, 6865
24.75, 101642.64, 0.19,-0.59, 9.64, 6870
24.75, 101642.64, 0.23,-0.59, 9.62, 6875
24.75, 101642.64, 0.23,-0.61, 9.67, 6880
24.75, 101642.64, 0.27,-0.65, 9.69, 6885
24.75, 101642.64, 0.21,-0.61, 9.64, 6890
24.75, 101643.14, 0.23,-0.57, 9.58, 6895
24.75, 101643.14, 0.27,-0.57, 9.62, 6900
24.75, 101643.14, 0.21,-0.56, 9.58, 6905
24.75, 101643.14, 0.23,-0.54, 9.66, 6910
24.75, 101643.14, 0.21,-0.52, 9.67, 6915
24.75, 101643.14, 0.19,-0.50, 9.60, 6920
24.75, 101643.14, 0.19,-0.57, 9.60, 6925
24.75, 101643.47, 0.21,-0.59, 9.62, 6930
24.75, 101643.47, 0.19,-0.57, 9.66, 6935
24.75, 101643.47, 0.25,-0.56, 9.54, 6940
24.75, 101643.47, 0.29,-0.50, 9.71, 6945
24.75, 101643.47, 0.17,-0.50, 9.52, 6950
24.75, 101643.47, 0.15,-0.56, 9.60, 6955
24.75, 101643.47, 0.21,-0.59, 9.79, 6960
24.75, 101644.06, 0.31,-0.61, 9.73, 6965
24.75, 101644.06, 0.29,-0.61, 9.69, 6970
24.75, 101644.06, 0.25,-0.63, 9.69, 6975
24.75, 101644.06, 0.25,-0.56, 9.66, 6980
24.75, 101644.06, 0.29,-0.57, 9.73, 6985
24.75, 101644.06, 0.27,-0.54, 9.69, 6990
24.75, 101644.06, 0.23,-0.57, 9.71, 6995
24.75, 101644.06, 0.25,-0.63, 9.58, 7000
24.75, 101640.28, 0.23,-0.63, 9.64, 7005
24.75, 101640.28, 0.23,-0.65, 9.67, 7010
24.75, 101640.28, 0.21,-0.59, 9.64, 7015
24.75, 101640.28, 0.33,-0.52, 9.58, 7020
24.75, 101640.28, 0.31,-0.54, 9.62, 7025
24.75, 101640.28, 0.25,-0.54, 9.64, 7030
24.75, 101640.28, 0.33,-0.59, 9.62, 7035
24.75, 101640.99, 0.27,-0.52, 9.64, 7040
24.75, 101640.99, 0.25,-0.59, 9.58, 7045
24.75, 101640.99, 0.17,-0.65, 9.58, 7050
24.75, 101640.99, 0.15,-0.59, 9.50, 7055
24.75, 101640.99, 0.21,-0.48, 9.62, 7060
24.75, 101640.99, 0.19,-0.57, 9.67, 7065
24.75, 101640.99, 0.23,-0.67, 9.75, 7070
24.75, 101641.91, 0.25,-0.56, 9.56, 7075
24.75, 101641.91, 0.23,-0.54, 9.67, 7080
24.75, 101641.91, 0.29,-0.52, 9.58, 7085
24.75, 101641.91, 0.25,-0.61, 9.54, 7090
24.75, 101641.91, 0.25,-0.61, 9.56, 7095
24.75, 101641.91, 0.23,-0.59, 9.64, 7100
24.75, 101642.41, 0.21,-0.57, 9.66, 7107
24.75, 101642.41, 0.21,-0.59, 9.60, 7112
24.75, 101642.41, 0.29,-0.59, 9.62, 7117
24.75, 101642.41, 0.31,-0.59, 9.60, 7122
24.75, 101642.41, 0.21,-0.56, 9.62, 7127
24.75, 101642.41, 0.19,-0.56, 9.62, 7132
24.75, 101642.41, 0.21,-0.56, 9.60, 7137
24.75, 101643.06, 0.29,-0.54, 9.67, 7142
24.75, 101643.06, 0.31,-0.67, 9.52, 7147
24.75, 101643.06, 0.25,-0.56, 9.67, 7152
24.75, 101643.06, 0.25,-0.54, 9.85, 7157
24.75, 101643.06, 0.17,-0.52, 9.75, 7162
24.75, 101643.06, 0.15,-0.54, 9.60, 7167
24.75, 101643.06, 0.21,-0.52, 9.67, 7172
24.75, 101643.06, 0.21,-0.56, 9.64, 7177
24.75, 101643.89, 0.27,-0.57, 9.64, 7182
24.75, 101643.89, 0.25,-0.61, 9.60, 7187
24.75, 101643.89, 0.23,-0.59, 9.60, 7192
24.75, 101643.89, 0.25,-0.52, 9.62, 7197
24.75, 101643.89, 0.27,-0.52, 9.56, 7202
24.75, 101643.89, 0.19,-0.57, 9.58, 7207
24.75, 101643.89, 0.29,-0.57, 9.60, 7212
24.75, 101641.47, 0.23,-0.54, 9.56, 7217
24.75, 101641.47, 0.25,-0.54, 9.54, 7222
24.75, 101641.47, 0.17,-0.54, 9.60, 7227
24.75, 101641.47, 0.17,-0.50, 9.62, 7232
24.75, 101641.47, 0.15,-0.54, 9.64, 7237
24.75, 101641.47, 0.21,-0.59, 9.54, 7242
24.75, 101641.47, 0.21,-0.56, 9.64, 7247
24.75, 101644.11, 0.23,-0.57, 9.66, 7252
24.75, 101644.11, 0.13,-0.61, 9.69, 7257
24.75, 101644.11, 0.15,-0.54, 9.71, 7262
24.75, 101644.11, 0.23,-0.48, 9.87, 7267
24.75, 101644.11, 0.17,-0.46, 9.75, 7272
24.75, 101644.11, 0.21,-0.54, 9.62, 7277
24.75, 101644.11, 0.29,-0.52, 9.60, 7282
24.75, 101642.85, 0.29,-0.56, 9.56, 7287
24.75, 101642.85, 0.29,-0.56, 9.54, 7292
24.75, 101642.85, 0.31,-0.54, 9.66, 7297
24.75, 101642.85, 0.23,-0.59, 9.58, 7302
24.75, 101642.85, 0.25,-0.57, 9.60, 7307
24.75, 101642.85, 0.21,-0.59, 9.64, 7312
24.75, 101642.85, 0.21,-0.57, 9.67, 7317
24.75, 101641.33, 0.23,-0.59, 9.62, 7322
24.75, 101641.33, 0.23,-0.52, 9.56, 7327
24.75, 101641.33, 0.23,-0.57, 9.64, 7332
24.75, 101641.33, 0.31,-0.52, 9.60, 7337
24.75, 101641.33, 0.17,-0.56, 9.69, 7342
24.75, 101641.33, 0.25,-0.61, 9.67, 7347
24.75, 101641.33, 0.29,-0.59, 9.69, 7352
24.75, 101640.59, 0.31,-0.56, 9.66, 7357
24.75, 101640.59, 0.31,-0.61, 9.58, 7362
24.75, 101640.59, 0.19,-0.52, 9.73, 7367
24.75, 101640.59, 0.21,-0.54, 9.62, 7372
24.75, 101640.59, 0.25,-0.50, 9.39, 7377
24.75, 101640.59, 0.27,-0.56, 9.60, 7382
24.75, 101640.59, 0.29,-0.52, 9.58, 7387
24.75, 101640.81, 0.33,-0.61, 9.58, 7392
24.75, 101640.81, 0.33,-0.63, 9.56, 7397
24.75, 101640.81, 0.23,-0.63, 9.62, 7402
24.75, 101640.81, 0.19,-0.56, 9.58, 7407
24.75, 101640.81, 0.19,-0.67, 9.58, 7412
24.75, 101640.81, 0.21,-0.59, 9.62, 7417
24.75, 101640.81, 0.27,-0.63, 9.71, 7422
24.75, 101640.26, 0.23,-0.61, 9.62, 7427
24.75, 101640.26, 0.19,-0.63, 9.58, 7432
24.75, 101640.26, 0.25,-0.50, 9.60, 7437
24.75, 101640.26, 0.25,-0.56, 9.64, 7442
24.75, 101640.26, 0.19,-0.57, 9.62, 7447
24.75, 101640.26, 0.21,-0.56, 9.64, 7452
24.75, 101640.26, 0.25,-0.52, 9.64, 7457
24.75, 101641.91, 0.25,-0.54, 9.64, 7462
24.75, 101641.91, 0.21,-0.56, 9.67, 7467
24.75, 101641.91, 0.23,-0.52, 9.64, 7472
24.75, 101641.91, 0.25,-0.52, 9.69, 7477
24.75, 101641.91, 0.21,-0.59, 9.50, 7482
24.75, 101641.91, 0.29,-0.44, 9.56, 7487
24.75, 101641.91, 0.29,-0.59, 9.75, 7492
